,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_mut_dist
548,USA/WI-CDC-LC0048900/2021,2021-04-16,B.1.1.7,258838,2,2,9,True,True,True,True,True,6613,121052,257271,B.1.1.7,P.1.10,179,2020-02-20,33
549,USA/NY-CDC-LC0047794/2021,2021-04-16,B.1.1.7,258960,1,2,6,True,True,True,True,False,27972,243189,248189,B.1.1.7,B.1.1.7,179,2020-02-20,31
550,USA/TX-CDC-LC0048679/2021,2021-04-16,B.1.1.7,259077,6,2,5,True,True,True,True,False,27925,243531,257485,B.1.1.7,B.1.1,179,2020-02-20,57
551,USA/IL-CDC-LC0049247/2021,2021-04-16,P.1,259146,4,2,9,False,True,True,True,False,24642,218771,242203,P.1,Unknown (R),179,2020-02-20,62
552,USA/TX-CDC-FG-027477/2021,2021-04-16,B.1.526,259227,1,2,11,True,False,False,False,False,23063,182201,254807,B.1,B.1.1.7,179,2020-02-20,0
553,USA/MA-CDC-LC0048270/2021,2021-04-17,B.1.533,259772,1,2,8,False,True,True,True,False,23604,227893,212818,Unknown (R),B.1,6502,2020-03-10,31
554,USA/OR-CDC-LC0045032/2021,2021-04-17,B.1.1,259977,1,2,7,True,True,True,True,True,11514,225814,244384,Unknown (R),B.1.1.519,179,2020-02-20,0
555,USA/IL-CDC-LC0048826/2021,2021-04-17,P.1,260218,1,3,12,True,True,True,True,True,17259,228396,258837,P.1,B.1.1.7,144224,2021-01-11,0
556,USA/IL-CDC-LC0048826/2021,2021-04-17,P.1,260218,1,3,12,True,True,True,True,True,24914,258837,14893,B.1.1.7,B.1.1,179,2020-02-20,0
557,USA/IL-CDC-LC0049386/2021,2021-04-17,B.1.1.7,260341,1,2,4,True,True,True,True,True,27972,119661,227507,B.1.1.7,B.1.1.7,179,2020-02-20,35
558,USA/OR-CDC-LC0056192/2021,2021-04-17,P.1,260486,1,3,9,True,True,True,True,False,21600,236532,256176,P.1,B.1.427,179,2020-02-20,24
559,USA/OR-CDC-LC0056192/2021,2021-04-17,P.1,260486,1,3,9,True,True,True,True,False,22812,256176,236532,B.1.427,P.1,179,2020-02-20,24
560,Brazil/SP-IB_101306/2021,2021-04-18,B.1.1.7,261174,2,2,8,False,True,True,True,True,22801,210614,151951,B.1.1.7,B.1.1.7,60174,2020-09-03,9
561,USA/NH-CDC-LC0048415/2021,2021-04-18,B.1.1.7,261251,1,2,9,True,True,True,True,False,2110,188179,141703,B.1.2,B.1.1.7,179,2020-02-20,18
562,India/GJ-ICMR-NIV-INSAGOG-GSEQ-3088/2021,2021-04-18,B.1.617.1,261290,1,3,13,True,True,True,True,True,13019,225974,240653,B.1.617.1,B.1.617.2,5868,2020-02-21,0
563,India/GJ-ICMR-NIV-INSAGOG-GSEQ-3088/2021,2021-04-18,B.1.617.1,261290,1,3,13,True,True,True,True,True,22227,240653,225974,B.1.617.2,B.1.617.1,5868,2020-02-21,0
564,USA/CT-CDC-LC0048087/2021,2021-04-18,P.1,261335,9,3,10,False,True,True,True,True,13860,224693,196746,P.1,B.1.1,179,2020-02-20,8
565,USA/CT-CDC-LC0048087/2021,2021-04-18,P.1,261335,9,3,10,False,True,True,True,True,23012,196746,213211,B.1.1,P.1.10,179,2020-02-20,8
566,Germany/SN-RKI-I-134085/2021,2021-04-19,B.1.1.7,262244,1,2,21,False,False,False,False,False,28095,201452,213006,B.1.1.7,B.1.1.7,60174,2020-09-03,0
567,USA/NH-CDC-LC0050057/2021,2021-04-19,B.1.1.7,262366,1,2,5,False,True,True,True,False,3267,134935,257923,B.1.2,Unknown (R),179,2020-02-20,29
568,USA/FL-CDC-LC0049971/2021,2021-04-19,B.1.1,262572,2,2,8,False,True,True,True,False,23709,256835,225108,Unknown,B.1.1,171705,2020-08-07,32
569,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,9875,250646,250288,B.1.1.7,Q.3,42699,2020-08-29,37
570,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,10396,250288,244021,Q.3,B.1.1.7,66406,2020-10-03,0
571,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,16176,244021,139517,B.1.1.7,B.1.429,179,2020-02-20,0
572,USA/WA-UW-21042099658/2021,2021-04-20,B.1.533,263169,2,5,28,False,True,True,True,False,28272,139517,125830,B.1.429,B.1.1.7,179,2020-02-20,0
573,CzechRepublic/191115-21cs/2021,2021-04-20,B.1.1.7,263727,1,2,13,True,True,True,True,True,26453,136206,254180,B.1.1.7,B.1.1.7,42699,2020-08-29,0
574,USA/WA-UW-21042015663/2021,2021-04-20,B.1.427,263855,4,3,21,False,True,True,True,True,9875,154333,250288,B.1.427,Q.3,179,2020-02-20,26
575,USA/WA-UW-21042015663/2021,2021-04-20,B.1.427,263855,4,3,21,False,True,True,True,True,10078,250288,169195,Q.3,B.1,179,2020-02-20,0
576,USA/WA-UW-21042028946/2021,2021-04-20,B.1.617.2,264206,4,2,18,True,False,False,False,False,4181,147342,261771,B.1.1.7,B.1.617.2,179,2020-02-20,0
577,Belgium/UZA-UA-CV2111271886/2021,2021-04-21,B.1.1.7,264555,1,2,9,True,True,True,True,False,26767,183337,178044,B.1.1.7,B.1.1,179,2020-02-20,27
578,USA/WA-UW-21042116425/2021,2021-04-21,Q.3,264681,1,3,12,True,True,True,True,False,9875,204169,263855,Q.3,Unknown (R),204169,2021-03-03,74
579,USA/WA-UW-21042116425/2021,2021-04-21,Q.3,264681,1,3,12,True,True,True,True,False,10396,263855,254790,Unknown (R),Q.3,179,2020-02-20,74
580,USA/FL-CDC-ASC210029492/2021,2021-04-21,B.1.1.7,264687,2,2,12,True,True,True,True,False,28887,257180,151364,B.1.1.7,B.1.429,179,2020-02-20,20
581,USA/WA-UW-21042185420/2021,2021-04-21,B.1.1.7,264689,1,2,14,True,True,True,True,True,2098,250288,149092,Q.3,B.1.1.7,179,2020-02-20,0
582,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,2597,250288,181995,Q.3,B.1.1.7,179,2020-02-20,0
583,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,13001,181995,263168,B.1.1.7,B.1.533,66406,2020-10-03,0
584,USA/WA-UW-21042169598/2021,2021-04-21,B.1.1.7,264755,11,4,27,False,False,False,False,False,15279,263168,211956,B.1.533,B.1.1.7,143431,2020-08-19,0
585,USA/WA-UW-21042129951/2021,2021-04-21,Q.3,265035,1,3,18,False,True,True,True,False,9875,204169,263855,Q.3,Unknown (R),204169,2021-03-03,74
586,USA/WA-UW-21042129951/2021,2021-04-21,Q.3,265035,1,3,18,False,True,True,True,False,14676,263855,147915,Unknown (R),B.1.1.7,179,2020-02-20,74
587,USA/NY-CDC-LC0051076/2021,2021-04-21,B.1.526,265409,1,2,10,False,False,False,False,False,23664,170436,259077,B.1.526,Unknown (R),179,2020-02-20,0
588,USA/WA-UW-21042125178/2021,2021-04-21,B.1.1.7,265415,2,2,12,True,False,False,False,False,15096,178597,252878,B.1,B.1.1.7,179,2020-02-20,0
589,Germany/HE-RKI-I-126930/2021,2021-04-22,B.1.1.7,266038,7,2,10,True,False,False,False,False,28238,255512,240448,B.1.1.7,B.1.1.7,60174,2020-09-03,0
590,CzechRepublic/191047-21cs/2021,2021-04-22,B.1.1.7,266420,2,2,13,True,True,True,True,True,16245,241373,223896,B.1.1.7,B.1.1.7,132381,2020-12-10,0
591,CzechRepublic/191051-21cs/2021,2021-04-22,B.1.1.7,266495,1,2,13,True,True,True,True,True,17561,223892,254181,B.1.1.7,Unknown (R),132381,2020-12-10,0
592,SriLanka/CDR47/2021,2021-04-22,B.1.1.7,266561,4,2,5,True,True,True,True,True,23709,264747,255485,B.1.1.7,B.1.1.7,60174,2020-09-03,14
593,CzechRepublic/191054-21cs/2021,2021-04-22,B.1.1.7,266633,1,2,8,True,True,True,True,True,17561,249615,254181,B.1.1.7,Unknown (R),132381,2020-12-10,0
594,CzechRepublic/191037-21cs/2021,2021-04-22,B.1.1.7,266680,1,2,6,True,True,True,True,True,26453,120535,254180,B.1.1.7,B.1.1.7,42699,2020-08-29,0
595,USA/TX-HMH-MCoV-43113/2021,2021-04-23,B.1.1.7,266940,2,2,5,False,True,True,True,True,27964,250642,136383,B.1.1.7,Unknown (R),179,2020-02-20,34
596,Latvia/2322/2021,2021-04-23,B.1.1.7,267082,3,2,5,False,True,True,True,False,19825,255263,231992,B.1.1.7,B.1.1.7,60174,2020-09-03,7
597,India/TG-CCMB-CIA1314/2021,2021-04-23,B.1.617,267424,2,3,17,False,True,True,True,False,10029,162964,243149,B.1.1.7,Unknown,179,2020-02-20,35
598,India/TG-CCMB-CIA1314/2021,2021-04-23,B.1.617,267424,2,3,17,False,True,True,True,False,22917,243149,180810,Unknown,B.1,179,2020-02-20,35
599,USA/CA-CDC-FG-026499/2021,2021-04-23,B.1.1,267734,1,2,18,False,True,True,True,True,7164,3196,205523,B.1.1.10,B.1.1,179,2020-02-20,0
600,Netherlands/NH-EMC-200/2021,2021-04-24,B.1.1.7,268728,3,2,6,True,True,True,True,True,28233,261425,240448,B.1.1.7,B.1.1.7,60989,2020-10-22,0
601,USA/IL-IDPH-C21WGS0486/2021,2021-04-24,B.1.1.28,269036,1,2,16,False,True,True,True,True,27972,152281,172117,P.1,B.1.1.7,179,2020-02-20,2
602,USA/TX-CDC-ASC210033375/2021,2021-04-25,B.1.1.7,269376,1,2,6,True,True,True,True,True,23271,257024,213104,B.1.1.7,Unknown (R),179,2020-02-20,0
603,USA/NJ-CDC-LC0053374/2021,2021-04-26,B.1.1.7,271225,1,2,6,True,True,True,True,True,23063,250359,256232,B.1.1.7,B.1.1.7,179,2020-02-20,0
604,Germany/NW-RKI-I-126220/2021,2021-04-26,B.1.1.7,271450,5,2,5,True,True,True,True,True,11440,129193,259851,B.1.1.7,B.1.1.7,60174,2020-09-03,32
605,USA/NH-CDC-LC0055009/2021,2021-04-26,B.1,271473,1,3,9,True,True,True,True,True,21846,226661,238948,B.1.526,B.1.1.7,179,2020-02-20,22
606,USA/NH-CDC-LC0055009/2021,2021-04-26,B.1,271473,1,3,9,True,True,True,True,True,25340,238948,208051,B.1.1.7,B.1.526,179,2020-02-20,22
607,CzechRepublic/192313-21cs/2021,2021-04-27,B.1.1.7,272127,1,2,3,True,True,True,True,True,27389,264813,264830,B.1.1.7,B.1.1.7,132381,2020-12-10,0
608,USA/FL-CDC-QDX24365416/2021,2021-04-27,B.1.526,272371,2,2,5,False,True,True,True,True,14403,121052,223954,B.1.1.7,B.1.526,179,2020-02-20,8
609,USA/CA-CDC-LC0056182/2021,2021-04-28,B.1.1.28,273611,5,3,9,False,True,True,True,False,6651,259145,162835,P.1,B.1.1.7,179,2020-02-20,39
610,USA/CA-CDC-LC0056182/2021,2021-04-28,B.1.1.28,273611,5,3,9,False,True,True,True,False,26149,162835,209743,B.1.1.7,B.1.1.28,179,2020-02-20,40
611,Germany/SL-SU-30135248/2021,2021-04-28,Q.4,273905,11,2,7,True,True,True,True,True,27383,270847,140986,Q.4,B.1.1.7,42699,2020-08-29,0
612,USA/WA-UW-21042879111/2021,2021-04-28,B.1.1.7,274066,1,2,6,True,True,True,True,True,23638,263480,117372,B.1.1.7,B.1.1.7,60174,2020-09-03,7
613,SriLanka/CDR84/2021,2021-04-28,Q.8,274069,2,2,5,True,True,True,True,True,23709,141723,265002,B.1.1.7,Q.8,141723,2021-01-12,0
614,USA/CO-CDC-LC0055902/2021,2021-04-29,B.1.1.28,274955,2,3,14,False,False,False,False,False,5648,174442,273055,B.1,P.1.10,179,2020-02-20,0
615,USA/CO-CDC-LC0055902/2021,2021-04-29,B.1.1.28,274955,2,3,14,False,False,False,False,False,17259,273055,212312,P.1.10,B.1.1.7,179,2020-02-20,0
616,USA/TX-CDC-LC0055815/2021,2021-04-29,B.1.1.7,275154,1,2,10,False,True,True,True,False,6954,261334,169387,P.1,B.1.1.7,179,2020-02-20,32
617,Switzerland/AG-ETHZ-610118/2021,2021-04-30,B.1.1.7,275758,1,2,7,True,True,True,True,True,15096,271312,113882,B.1.1.7,B.1.1.7,60174,2020-09-03,0
618,Germany/NW-RKI-I-131403/2021,2021-04-30,B.1.1.7,276477,6,2,4,True,True,True,True,True,28238,266037,101315,B.1.1.7,B.1.1.7,60174,2020-09-03,0
619,Switzerland/AG-ETHZ-610194/2021,2021-05-01,B.1.1,277461,1,3,15,False,False,False,False,False,9929,26494,273524,B.1.1.70,C.36.3,179,2020-02-20,0
620,Switzerland/AG-ETHZ-610194/2021,2021-05-01,B.1.1,277461,1,3,15,False,False,False,False,False,22917,273524,150096,C.36.3,Unknown (R),179,2020-02-20,0
621,USA/NM-CDC-LC0056326/2021,2021-05-01,B.1.1.7,277698,3,3,9,True,True,True,True,True,9749,152172,183134,B.1.1.7,B.1.637,179,2020-02-20,19
622,USA/NM-CDC-LC0056326/2021,2021-05-01,B.1.1.7,277698,3,3,9,True,True,True,True,True,23063,183134,230274,B.1.637,B.1.1.7,179,2020-02-20,0
623,USA/FL-CDC-LC0056677/2021,2021-05-02,B.1.1.7,278154,1,2,5,True,True,True,True,True,27972,203393,227507,B.1.1.7,B.1.1.7,179,2020-02-20,0
624,USA/IL-CDC-LC0057747/2021,2021-05-02,B.1.1.7,278400,1,2,9,True,True,True,True,True,24430,245674,268135,B.1.1.7,B.1.1.7,75373,2020-10-16,0
625,USA/NC-CDC-LC0058042/2021,2021-05-02,B.1.1.7,278636,1,2,6,True,True,True,True,False,12162,264407,227599,B.1.1.7,B.1.1.7,60174,2020-09-03,51
626,USA/FL-CDC-STM-000067525/2021,2021-05-02,P.1,278798,8,2,5,True,True,True,True,True,22812,269844,222214,P.1,P.1,144224,2021-01-11,0
627,Mexico/NLE-/LESPNL-20210512-454/2021,2021-05-02,B.1.1.7,278869,1,2,10,True,True,True,True,True,6954,252842,255245,B.1.1.7,B.1.1.7,59925,2020-09-23,0
628,Netherlands/UT-RIVM-32110/2021,2021-05-02,B.1.1.7,278929,2,2,6,True,True,True,True,True,28233,225889,268727,B.1.1.7,B.1.1.7,60989,2020-10-22,0
629,USA/KY-CDC-LC0056362/2021,2021-05-02,B.1.637,279029,3,3,13,False,True,True,True,False,9749,186742,196941,Unknown (R),B.1.637,179,2020-02-20,23
630,USA/KY-CDC-LC0056362/2021,2021-05-02,B.1.637,279029,3,3,13,False,True,True,True,False,24914,196941,259076,B.1.637,B.1.1.7,179,2020-02-20,0
631,USA/WA-CDC-UW21050338740/2021,2021-05-03,B.1.1.7,279722,1,2,7,True,True,True,True,True,21530,278787,233349,Q.3,Q.3,188211,2021-02-03,0
632,Denmark/DCGC-87334/2021,2021-05-03,B.1.1.7,279743,53,2,10,True,True,True,True,True,23709,157996,245920,B.1.1.7,B.1.1.7,157996,2020-12-18,0
633,USA/IN-INSPHL-01599/2021,2021-05-03,B.1.1.7,279927,1,2,14,True,True,True,True,False,23604,271703,158781,B.1.1.7,B.1,179,2020-02-20,12
634,CzechRepublic/194098-21cs/2021,2021-05-03,B.1.1.7,280231,1,2,11,True,True,True,True,True,27380,212310,266419,B.1.1.7,B.1.1.7,132381,2020-12-10,24
635,Netherlands/LI-RIVM-34150/2021,2021-05-03,B.1.1.7,280269,1,2,5,True,True,True,True,True,27382,255213,84508,B.1.1.7,B.1.1.7,75373,2020-10-16,17
636,Mexico/NLE-/LESPNL-20210512-457/2021,2021-05-03,B.1.1.519,280308,1,2,9,False,True,True,True,False,10954,12360,256871,B.6,B.1.1.519,1,2019-12-26,20
637,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,11750,240261,273324,B.1.1.7,B.1.1.7,42699,2020-08-29,0
638,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,21614,273324,233324,B.1.1.7,P.1,179,2020-02-20,0
639,USA/IL-CDC-LC0057754/2021,2021-05-04,B.1.1.7,280590,1,4,12,True,True,True,True,True,23709,233324,233336,P.1,B.1.1.7,179,2020-02-20,23
640,USA/NC-CDC-LC0058225/2021,2021-05-04,B.1.1.7,280720,1,2,6,True,True,True,True,True,23709,189552,215084,Unknown,B.1.1.7,119661,2020-08-09,23
641,USA/OH-CDC-LC0059149/2021,2021-05-04,P.1,280760,1,2,3,True,True,True,True,True,23709,228034,273611,P.1,Unknown (R),179,2020-02-20,0
642,Spain/AS-242198943/2021,2021-05-04,C.37,280777,1,2,9,False,False,False,False,False,23604,269521,211899,C.37,B.1,179,2020-02-20,0
643,Switzerland/SO-ETHZ-610657/2021,2021-05-04,B.1.617,280926,1,3,12,True,True,True,True,True,3267,275140,251367,B.1.617.2,B.1.1.7,179,2020-02-20,0
644,Switzerland/SO-ETHZ-610657/2021,2021-05-04,B.1.617,280926,1,3,12,True,True,True,True,True,23604,251367,270588,B.1.1.7,B.1.617.2,179,2020-02-20,0
645,USA/IL-CDC-LC0057933/2021,2021-05-04,B.1.1,280995,1,3,9,True,True,True,True,True,6954,229212,240454,B.1.1.7,B.1.526,179,2020-02-20,25
646,USA/IL-CDC-LC0057933/2021,2021-05-04,B.1.1,280995,1,3,9,True,True,True,True,True,21846,240454,259077,B.1.526,Unknown (R),179,2020-02-20,0
647,Mexico/NLE-LESPNL-20210512-438/2021,2021-05-04,B.1.1.161,281065,1,2,6,False,True,True,True,True,23403,185757,181524,B.1.1.7,Unknown (R),1,2019-12-26,15
648,USA/MN-CDC-LC0058736/2021,2021-05-04,B.1.1.7,281076,1,2,3,True,True,True,True,True,23014,275339,246272,B.1.1.7,B.1.1.7,42699,2020-08-29,10
649,USA/WV-CDC-LC0058993/2021,2021-05-04,B.1.1.7,281291,9,2,6,True,True,True,True,True,2749,236532,252614,P.1,B.1.1.7,179,2020-02-20,0
650,USA/WA-UW-21050452389/2021,2021-05-04,B.1,281383,1,2,10,False,True,True,True,True,27890,250646,191918,B.1.1.7,B.1,179,2020-02-20,41
651,Germany/HE-RKI-I-151832/2021,2021-05-04,B.1.1.7,281552,2,2,18,True,True,True,True,True,21530,237739,147711,B.1.1.7,B.1.1.7,42699,2020-08-29,0
652,Germany/un-RKI-I-139983/2021,2021-05-05,B.1.1.7,281851,2,2,6,True,True,True,True,True,20547,249220,156802,B.1.1.7,B.1.1.7,156802,2020-12-30,0
653,Portugal/PT7684/2021,2021-05-05,B.1.1.7,281915,24,2,4,True,True,True,True,True,27879,244695,240209,B.1.1.7,B.1.1.7,59925,2020-09-23,0
654,USA/MN-CDC-IBX106835426865/2021,2021-05-05,B.1.617.2,282283,1,2,19,True,True,True,True,True,28461,244226,243149,Unknown (R),Unknown,179,2020-02-20,0
655,Slovakia/UVZ_PL15_H1_10112/2021,2021-05-05,B.1.1.7,282486,1,2,9,False,True,True,True,False,28271,202534,1076,B.1.1.7,B.3,1,2019-12-26,26
656,USA/WV-CDC-LC0059110/2021,2021-05-05,B.1.533,282588,1,2,9,True,False,False,False,False,21801,132362,261464,B.1.1.7,B.1.637,179,2020-02-20,0
657,USA/MI-CDC-LC0059294/2021,2021-05-06,B.1.1.7,283074,1,3,11,False,True,True,True,False,18546,247746,279029,B.1.1.7,Unknown (R),179,2020-02-20,34
658,USA/MI-CDC-LC0059294/2021,2021-05-06,B.1.1.7,283074,1,3,11,False,True,True,True,False,25135,279029,138931,Unknown (R),B.1.1.7,66406,2020-10-03,34
659,USA/MO-CDC-LC0059425/2021,2021-05-06,P.1,283090,1,2,9,True,True,True,True,True,24642,236532,279641,P.1,P.1,144224,2021-01-11,0
660,USA/OH-UHTL-791/2021,2021-05-06,C.37,283194,1,2,9,True,True,True,True,True,9857,1163,264198,B.1,C.37,179,2020-02-20,0
661,USA/MD-HP05540/2021,2021-05-06,B.1.1.7,283299,1,2,6,True,True,True,True,False,27879,238848,240209,B.1.1.7,B.1.1.7,59925,2020-09-23,26
662,USA/NJ-CDC-LC0058509/2021,2021-05-06,B.1.1.7,283322,1,2,5,True,True,True,True,True,14120,254866,279225,B.1.1.7,Unknown,143431,2020-08-19,0
663,USA/MT-CDC-LC0059408/2021,2021-05-06,B.1.427,283365,1,2,7,True,True,True,True,True,28887,222614,8645,B.1.427,B,1,2019-12-26,0
664,Germany/BW-RKI-I-149819/2021,2021-05-06,B.1.1.7,283430,1,2,4,True,True,True,True,True,16393,234312,221127,B.1.1.7,Unknown (R),59925,2020-09-23,0
665,Germany/BW-RKI-I-149544/2021,2021-05-06,B.1.1.7,283470,1,2,3,True,True,True,True,True,28271,222897,143453,B.1.1.7,B.1.1.7,42699,2020-08-29,29
666,SintMaarten/SX-RIVM-33629/2021,2021-05-06,B.1.617.2,283540,3,2,16,False,True,True,False,False,26767,17204,253063,B.1.1,B.1.617.2,5868,2020-02-21,0
667,SouthKorea/KDCA3817/2021,2021-05-06,B.1.497,283653,1,2,21,True,False,False,False,False,28271,183115,203387,B.1.497,B.1.619,179,2020-02-20,0
668,USA/CO-CDC-LC0059030/2021,2021-05-06,B.1.1.7,283729,2,3,17,True,True,True,True,True,22917,279246,261464,B.1.1.7,B.1.637,179,2020-02-20,0
669,USA/CO-CDC-LC0059030/2021,2021-05-06,B.1.1.7,283729,2,3,17,True,True,True,True,True,26196,261464,239244,B.1.637,B.1.1.7,179,2020-02-20,0
670,Italy/CAM-TIGEM-IZSM-COLLI-14504/2021,2021-05-06,Q.2,283958,1,2,6,True,True,True,True,True,19813,209014,251169,Q.2,Q.2,190822,2020-12-26,0
671,USA/NJ-CDC-LC0058505/2021,2021-05-06,B.1.1.7,284013,2,2,15,True,False,False,False,False,14676,186257,197567,B.1.637,B.1.1.7,179,2020-02-20,0
672,Germany/BY-RKI-I-168309/2021,2021-05-07,B.1.1.7,284227,1,2,4,True,True,True,True,False,29769,218898,1,B.1.1.7,B,1,2019-12-26,36
673,SouthAfrica/NICD-N6591/2021,2021-05-07,B.1,284440,1,2,8,True,True,True,True,True,22813,284182,3995,B.1.351,B.1,1484,2020-03-08,0
674,USA/WV-CDC-LC0059266/2021,2021-05-07,B.1,284524,1,2,5,True,True,True,True,True,27925,237047,232523,B.1.1.7,B.1.637,179,2020-02-20,0
675,Russia/BEL-RII-MH17716S/2021,2021-05-07,B.1.1.525,284607,4,2,19,True,True,True,True,True,16550,5170,220658,B.1.1,B.1.1.525,179,2020-02-20,0
676,USA/IL-CDC-LC0058662/2021,2021-05-07,B.1.1.7,284706,1,3,10,True,False,True,True,True,10983,240261,274954,B.1.1.7,B.1.1.28,179,2020-02-20,0
677,USA/IL-CDC-LC0058662/2021,2021-05-07,B.1.1.7,284706,1,3,10,True,False,True,True,True,26149,274954,222275,B.1.1.28,B.1.1.7,143431,2020-08-19,47
678,USA/WV-CDC-IBX200344085282/2021,2021-05-07,B.1.525,284775,1,2,10,False,True,True,True,True,28280,281694,253584,B.1.525,B.1.525,108788,2020-12-15,2
679,Germany/NW-RKI-I-142278/2021,2021-05-07,B.1.1.7,284916,6,2,4,True,True,True,True,True,22104,282955,180558,B.1.1.7,B.1.1.7,60174,2020-09-03,0
680,Mexico/NLE-/LESPNL-20210512-418/2021,2021-05-07,XB,285181,8,2,11,True,True,True,True,True,15451,13053,266716,B.1,Unknown,179,2020-02-20,0
681,Mexico/NLE-/LESPNL-20210512-467/2021,2021-05-07,B.1.1.409,285192,1,2,11,False,True,True,True,True,17259,4122,274258,B,P.1,1,2019-12-26,1
682,USA/PA-CDC-LC0058686/2021,2021-05-08,B.1.1.7,285463,1,3,7,True,True,True,True,True,12525,188595,245594,B.1.1.7,B.1.1.7,75373,2020-10-16,26
683,USA/PA-CDC-LC0058686/2021,2021-05-08,B.1.1.7,285463,1,3,7,True,True,True,True,True,28869,245594,282310,B.1.1.7,B.1.526,179,2020-02-20,0
684,USA/NM-CDC-LC0059144/2021,2021-05-08,B.1.1,286204,2,2,8,True,True,True,True,False,23604,261335,273611,Unknown (R),Unknown (R),179,2020-02-20,36
685,USA/IL-CDC-LC0060671/2021,2021-05-08,P.1,286288,1,2,10,True,False,False,False,False,17745,273611,242257,Unknown (R),P.1,179,2020-02-20,0
686,USA/WV-CDC-LC0059516/2021,2021-05-08,B.1,286435,1,2,8,True,True,True,True,True,23709,132362,265497,B.1.1.7,B.1.637,179,2020-02-20,0
687,USA/TX-CDC-LC0059412/2021,2021-05-09,B.1.1.7,286763,2,2,8,True,True,True,True,True,23709,143337,277697,B.1.1.7,B.1.1.7,143337,2020-07-22,0
688,USA/TX-CDC-FG-033747/2021,2021-05-09,B.1.1.7,287161,1,3,19,False,True,True,True,True,7798,208943,251865,B.1.1.7,B.1.1.318,179,2020-02-20,11
689,USA/TX-CDC-FG-033747/2021,2021-05-09,B.1.1.7,287161,1,3,19,False,True,True,True,True,24382,251865,153755,B.1.1.318,B.1.1.7,179,2020-02-20,8
690,India/TG-CCMB-CIA2673/2021,2021-05-09,B.1.617.2,287477,1,2,7,True,True,True,True,True,9203,239974,244742,B.1.617.2,B.1.617.2,5868,2020-02-21,0
691,Germany/NW-RKI-I-150968/2021,2021-05-09,B.1.1.7,287606,1,2,5,True,True,True,True,True,28271,264244,202864,B.1.1.7,B.1.1.7,132381,2020-12-10,0
692,India/TG-CCMB-CIA2730/2021,2021-05-10,B.1,288467,1,2,5,True,True,True,True,True,15451,245582,287126,B.1,B.1,5868,2020-02-21,0
693,USA/TX-CDC-LC0059748/2021,2021-05-10,B.1,288523,1,2,10,False,True,True,True,False,24914,241123,227806,B.1.1.7,Unknown (R),179,2020-02-20,36
694,USA/NM-CDC-LC0059431/2021,2021-05-10,B.1.1,288820,1,3,10,False,True,True,True,True,3828,221030,80321,P.1,B.1.1.7,179,2020-02-20,8
695,USA/NM-CDC-LC0059431/2021,2021-05-10,B.1.1,288820,1,3,10,False,True,True,True,True,23604,80321,279641,B.1.1.7,P.1,179,2020-02-20,8
696,Luxembourg/LNS0086461/2021,2021-05-10,B.1.351,288946,1,3,23,False,True,True,True,True,6954,228600,214768,B.1.623,B.1.351,179,2020-02-20,0
697,Luxembourg/LNS0086461/2021,2021-05-10,B.1.351,288946,1,3,23,False,True,True,True,True,23271,214768,147513,B.1.351,B.1.1.7,179,2020-02-20,8
698,Russia/SPE-RII-34027S/2021,2021-05-11,B.1.1,289473,1,2,15,False,True,True,True,False,3281,287816,11510,AT.1,B.1.1,5867,2020-02-22,5
699,USA/TX-CDC-LC0059532/2021,2021-05-11,B.1.1.7,289484,1,2,8,False,True,True,True,True,23613,269968,258293,B.1.1.7,B.1.1.7,127526,2020-12-31,13
700,USA/PA-CDC-LC0061030/2021,2021-05-11,B.1.637,289939,1,2,10,True,True,True,True,True,27972,111758,275395,B.1.637,B.1.1.7,179,2020-02-20,14
701,USA/AZ-CDC-LC0059839/2021,2021-05-11,AY.44,290035,2,2,8,False,True,True,True,True,3267,279051,271698,B.1.1.7,AY.44,179,2020-02-20,40
702,Poland/NIPH-NIH_ECDC-5793/2021,2021-05-11,B.1.1.7,290104,1,2,7,True,False,False,False,False,25562,183337,234889,B.1.1.7,Unknown (R),59925,2020-09-23,0
703,USA/MN-CDC-IBX888961402242/2021,2021-05-12,B.1.427,290384,1,2,9,True,True,True,True,True,28271,231060,264687,B.1.427,Unknown (R),179,2020-02-20,0
704,Switzerland/GE-HUG-34150689/2021,2021-05-12,B.1.1.420,290636,1,2,11,False,True,True,True,True,27972,208627,188141,B.1.1.420,B.1.1.7,179,2020-02-20,32
