,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,num_mutations,interval_left,interval_right,mrca,mrca_date
675,USA/WA-CDC-UW21063048849/2021,2021-06-30,B.1.617.2,1452804,1,2,11,True,True,True,True,False,8,15452,16466,179,2020-02-20
676,Turkey/HSGM-B18846/2021,2021-06-23,B.1.617.2,1394714,2,2,7,True,True,True,True,True,4,15452,16466,179,2020-02-20
677,Ireland/D-NVRL-Q23IRL93950/2021,2021-06-17,B.1,1352663,1,2,5,True,True,True,True,False,2,12748,16466,179,2020-02-20
678,India/TG-CCMB-CIA2730/2021,2021-05-10,B.1,1107014,2,2,5,True,True,True,True,True,2,11515,16466,5868,2020-02-21
679,Russia/SPE-RII-MH17316S/2021,2021-05-06,B.1.1,1075230,28,2,10,True,True,True,True,False,7,11333,16466,694601,2021-03-08
680,USA/WY-WYPHL-21036543/2021,2021-05-21,B.1.617.2,1192072,3,2,6,True,True,True,True,False,3,15922,16466,179,2020-02-20
681,USA/WA-UW-21051639602/2021,2021-05-16,B.1.1.7,1151405,2,2,8,True,True,True,True,True,5,15811,16468,64513,2020-09-14
682,Germany/un-RKI-I-093076/2021,2021-04-16,B.1.1.7,885683,2,2,4,True,True,True,True,True,1,13670,16474,77527,2020-09-24
683,USA/NY-PRL-2021_03_15_01H07/2021,2021-03-12,B.1,556860,1,2,4,True,True,True,True,True,1,9868,16500,179,2020-02-20
684,USA/NY-PRL-2021_03_11_00L08/2021,2021-03-09,B.1.526,532770,1,2,6,True,True,True,True,True,3,14677,16500,179,2020-02-20
685,USA/NY-PRL-2021_03_12_00B06/2021,2021-03-10,B.1.526,541418,1,2,4,True,True,True,True,True,1,10320,16500,1484,2020-03-08
686,USA/NY-PRL-2021_03_11_00O23/2021,2021-03-10,B.1,541375,1,2,6,True,True,True,True,False,3,15280,16512,179,2020-02-20
687,USA/CO-CDC-MMB08838780/2021,2021-05-17,B.1.1.7,1162325,1,2,6,True,True,True,True,True,3,16475,16534,171416,2020-12-31
688,USA/FL-CDC-LC0056642/2021,2021-05-05,B.1.1.7,1067073,1,2,3,True,True,True,True,True,0,15280,16593,85911,2020-10-06
689,USA/FL-BPHL-0598/2021,2021-02-05,B.1.2,326025,1,2,11,True,True,True,True,True,8,16177,16662,179,2020-02-20
690,USA/WA-CDC-LC00002485/2020,2020-12-30,B.1,169435,24,2,11,True,True,True,True,True,8,15953,16704,3396,2020-03-14
691,USA/IN-CDC-LC0060540/2021,2021-05-07,B.1.526,1086682,1,2,10,True,True,True,True,True,7,15280,16726,136730,2020-12-16
692,Belgium/Jessa_55-2116-000069/2021,2021-04-19,B.1.1.7,903277,6,2,7,True,True,True,True,True,4,15280,16827,43626,2020-08-29
693,Italy/TAA-IGA-1900505084/2021,2021-02-20,B.1.1.7,417548,27,2,5,True,True,True,True,True,2,6969,16843,43626,2020-08-29
694,India/AP-CCMB-BO887/2021,2021-04-12,B.1.617.1,839930,1,2,9,True,True,True,True,True,6,16135,16852,179,2020-02-20
695,Sweden/10086003/2021,2021-05-31,B.1.1.7,1250330,2,2,5,True,True,True,True,True,2,11418,16877,64512,2020-09-30
696,Switzerland/BE-ETHZ-510805/2021,2021-02-25,B.1.1.7,452098,1,2,17,True,True,True,True,True,14,16177,16943,179,2020-02-20
697,Singapore/220/2021,2021-02-20,B.1.470,417931,2,2,5,True,True,True,True,True,2,11748,16957,356504,2020-10-24
698,USA/AL-CDC-LC0055222/2021,2021-05-03,B.1.1.7,1046095,1,2,6,True,True,True,True,True,3,14121,17004,43626,2020-08-29
699,Switzerland/BE-ETHZ-630037/2021,2021-05-14,B.1.1.7,1140726,2,2,3,True,True,True,True,True,0,13012,17010,64513,2020-09-14
700,USA/OK-CDC-LC0082309/2021,2021-06-16,B.1.466.2,1348747,2,2,21,True,True,True,True,False,18,15452,17012,179,2020-02-20
701,USA/TX-CDC-LC0011570/2021,2021-01-28,B.1.429,285446,1,2,8,True,True,True,True,True,5,12879,17014,179,2020-02-20
702,Netherlands/GE-RIVM-31501/2021,2021-04-28,B.1.1.7,999296,1,2,4,True,True,True,True,True,1,16458,17052,66845,2020-10-03
703,Germany/BW-RKI-I-039819/2021,2021-02-24,B,441657,2,2,7,True,True,True,True,True,4,14409,17104,1876,2020-01-12
704,France/IDF-HMN-21052180020/2021,2021-05-13,B.1.351,1131206,1,2,10,True,True,True,True,True,7,16330,17181,296769,2021-01-11
705,Switzerland/AG-ETHZ-640048/2021,2021-05-26,B.1.1,1220072,1,2,10,True,True,True,True,True,7,16177,17259,179,2020-02-20
706,USA/IL-CDC-LC0058619/2021,2021-05-04,P.1,1057907,3,2,6,True,True,True,True,True,3,15280,17259,5867,2020-02-22
707,USA/IN-CDC-LC0048804/2021,2021-04-15,P.1,879536,3,2,5,True,True,True,True,True,2,13861,17259,5867,2020-02-22
708,USA/WI-CDC-LC0049160/2021,2021-04-14,P.1,872317,2,2,4,True,True,True,True,True,1,16177,17259,260431,2021-01-22
709,USA/NY-PRL-2021_0414_00G13/2021,2021-04-12,B.1.526,846332,1,2,8,True,True,True,True,True,5,13386,17259,136730,2020-12-16
710,USA/WA-CDC-UW21041997132/2021,2021-04-19,P.1.17,916883,5,2,14,True,True,True,True,True,11,13861,17259,203919,2020-07-27
711,USA/TX-CDC-FG-033835/2021,2021-05-06,B.1.617.2,1078917,3,2,7,True,True,True,True,True,4,8335,17278,694601,2021-03-08
712,USA/NC-CDC-ASC210050605/2021,2021-04-07,B.1.623,797968,1,2,6,True,True,True,True,True,3,13618,17279,610470,2020-10-05
713,Turkey/HSGM-B1658/2021,2021-03-29,B.1.351,705948,1,2,7,True,True,True,True,True,4,16688,17304,341893,2020-08-30
714,USA/MI-CDC-LC0034541/2021,2021-03-18,B.1,608948,1,2,11,True,True,True,True,True,8,16085,17331,112596,2020-06-04
715,France/BRE-IPP12612/2021,2021-05-11,Q.7,1114768,1,2,6,True,True,True,True,True,3,4423,17337,192123,2020-12-31
716,USA/PA-CDC-LC0009790/2021,2021-01-25,B.1,268652,2,2,12,True,True,True,True,True,9,17011,17339,6502,2020-03-10
717,USA/CA-LACPHL-AF00400/2021,2021-02-01,B.1.429,306295,1,2,6,True,True,True,True,True,3,11009,17402,143487,2020-11-15
718,USA/WV-CDC-IBX715841359916/2021,2021-05-06,B.1.1.7,1079313,1,2,4,True,True,True,True,True,1,16535,17427,67434,2020-10-04
719,USA/TX-HMH-MCoV-29122/2021,2021-02-24,B.1.2,445889,1,2,12,True,True,True,True,True,9,11418,17478,21563,2020-03-22
720,USA/FL-CDC-ASC210154464/2021,2021-06-26,B,1416336,1,2,6,True,True,True,True,True,3,17237,17496,5868,2020-02-21
721,USA/NC-UNC-0025/2021,2021-01-14,B.1,222549,2,2,10,True,True,True,True,True,7,7934,17502,185925,2020-08-03
722,India/AP-CCMB-CIA1905/2021,2021-05-05,B.1.617.2,1064004,79,2,5,True,True,True,True,False,2,11202,17523,179,2020-02-20
723,USA/NY-CDC-LC0029233/2021,2021-03-12,B.1.526,556491,1,2,6,True,True,True,True,True,3,16501,17559,6502,2020-03-10
724,CzechRepublic/192314-21cs/2021,2021-04-27,B.1.1.7,984707,2,2,5,True,True,True,True,True,2,9997,17561,486660,2021-01-11
725,CzechRepublic/191111-21cs/2021,2021-04-20,B.1.1.7,918472,3,2,7,True,True,True,True,True,4,13459,17561,178816,2020-12-21
726,Germany/RP-RKI-I-162339/2021,2021-05-21,B.1.1.7,1188891,7,2,4,True,True,True,True,True,1,17374,17586,657132,2021-03-24
727,Belgium/Jessa_21-2121-001630/2021,2021-05-29,B.1.1.7,1234064,2,2,6,True,True,True,True,False,3,15280,17615,43626,2020-08-29
728,USA/WA-CDC-LC0065038/2021,2021-05-19,B.1.1.7,1179693,1,2,3,True,True,True,True,True,0,15721,17615,43626,2020-08-29
729,Germany/NW-RKI-I-154289/2021,2021-05-10,B.1.1.7,1106460,3,2,4,True,True,True,True,True,1,16177,17615,179,2020-02-20
730,USA/FL-CDC-LC0041262/2021,2021-04-13,B.1.533,857060,2,2,10,True,True,True,True,True,7,16177,17615,179,2020-02-20
731,USA/MI-CDC-LC0051579/2021,2021-04-21,B.1.1,937001,1,2,6,True,True,True,True,True,3,16177,17615,3526,2020-03-19
732,USA/NY-CDC-LC0038011/2021,2021-03-31,B.1.1.7,731706,1,2,6,True,True,True,True,True,3,16501,17615,179,2020-02-20
733,USA/PA-CDC-LC0059728/2021,2021-05-11,B.1.1.7,1121018,1,2,4,True,True,True,True,True,1,15280,17615,43626,2020-08-29
734,Switzerland/SH-ETHZ-530280/2021,2021-03-10,B.1.1.7,539968,1,2,7,True,True,True,True,True,4,15280,17615,43626,2020-08-29
735,Sweden/4012489964/2021,2021-03-24,B.1.1.7,659701,1,2,5,True,True,True,True,True,2,11512,17615,43626,2020-08-29
736,USA/MN-CDC-LC0055759/2021,2021-04-28,B.1.1.7,1003405,1,2,5,True,True,True,True,True,2,12163,17615,43626,2020-08-29
737,USA/IN-CDC-STM-000045953/2021,2021-03-29,B.1.1.7,707791,1,2,4,True,True,True,True,True,1,15721,17615,43626,2020-08-29
738,USA/IN-CDC-LC0046815/2021,2021-04-12,B.1.1.7,844414,2,2,3,True,True,True,True,False,0,15280,17615,43626,2020-08-29
739,Turkey/HSGM-D21/2021,2021-02-08,B.1.1.7,339656,8,2,8,True,True,True,True,True,5,16177,17615,3526,2020-03-19
740,Turkey/HSGM-1334/2021,2021-01-21,B.1.1.7,250122,5,2,4,True,True,True,True,True,1,16177,17615,179,2020-02-20
741,USA/TX-HMH-MCoV-30609/2021,2021-02-24,B.1.429,445930,1,2,13,True,True,True,True,True,10,17015,17636,112047,2020-10-27
742,CzechRepublic/183003-21sc/2021,2021-03-28,B.1.1.7,692685,15,2,3,True,True,True,True,True,0,12526,17641,486660,2021-01-11
743,CzechRepublic/183063-21sc/2021,2021-03-28,B.1.1.7,692698,20,2,5,True,True,True,True,True,2,17565,17641,64513,2020-09-14
744,Mexico/QUE-InDRE_FB16880_S3343/2021,2021-06-02,XB,1263587,4,2,6,True,True,True,True,True,3,15937,17658,1050758,2021-04-14
745,Slovakia/UVZ_PL8_A5/2021,2021-03-17,B.1.1.7,597063,3,2,6,True,True,True,True,True,3,11297,17676,64513,2020-09-14
746,USA/NY-PRL-2021_02_10_02H01/2021,2021-02-08,B.1.575,341244,43,2,5,True,True,True,True,True,2,6937,17678,151834,2020-10-06
747,Mexico/QUE-InDRE_FB17977_S3846/2021,2021-06-16,B.1.621,1346657,1,2,12,True,True,True,True,True,9,17616,17721,763904,2021-01-31
748,USA/LA-CDC-4014180-001/2021,2021-02-22,B.1.2,430605,1,2,7,True,True,True,True,False,4,7057,17721,179,2020-02-20
749,Switzerland/BL-ETHZ-600906/2021,2021-04-28,B.1.1.7,1000670,1,2,5,True,True,True,True,True,2,15097,17734,64513,2020-09-14
750,Italy/SIC-185809484/2021,2021-06-09,B.1.1.7,1312109,1,2,10,True,True,True,True,True,7,8248,17738,43626,2020-08-29
751,Mexico/NLE-/LESPNL-20210512-415/2021,2021-05-04,B,1055216,6,2,10,True,True,True,True,False,7,15452,17747,1,2019-12-26
752,France/IDF-HMN-21042160256/2021,2021-04-13,B.1.1.7,850740,2,2,9,True,True,True,True,True,6,17475,17762,164552,2020-12-20
753,USA/NJ-CDC-LC0035696/2021,2021-03-25,B.1.1.7,673977,1,2,5,True,True,True,True,True,2,15280,17762,85911,2020-10-06
754,USA/TX-CDC-QDX22291385/2021,2021-02-20,B.1.2,419046,1,2,8,True,True,True,True,True,5,14593,17766,21563,2020-03-22
755,Malaysia/IMR-UCSI_KP45/2021,2021-01-11,B.1.524,209975,7,2,5,True,True,True,True,True,2,9925,17766,197924,2020-11-27
756,Spain/MD-51424380/2021,2021-05-12,P.1,1126603,1,2,7,True,True,True,True,True,4,17110,17819,211623,2020-12-23
757,Denmark/DCGC-44478/2021,2021-02-01,B.1.1.153,303192,1,2,5,True,True,True,True,True,2,16648,18018,179,2020-02-20
758,USA/MN-MDH-3975/2021,2021-03-06,B.1.2,511362,3,2,5,True,True,True,True,True,2,16093,18028,26018,2020-08-02
759,Greece/14641/2021,2021-06-03,AZ.2,1269893,1,2,5,True,True,True,True,True,2,13640,18029,591181,2021-03-08
760,Sweden/20399559P/2021,2021-06-09,B.1.1.7,1313674,1,2,3,True,True,True,True,True,0,11297,18029,67434,2020-10-04
761,Slovenia/5C-029104-KP/2021,2021-06-14,B.1.1.7,1333758,1,2,4,True,True,True,True,True,1,5945,18086,77527,2020-09-24
762,Sweden/36992254XXP/2021,2021-06-07,B.1.1.7,1299392,1,2,5,True,True,True,True,True,2,11297,18129,118572,2020-12-07
763,USA/MI-UM-10036137935/2020,2020-09-25,B.1.361,41474,1,2,6,True,True,True,True,True,3,16318,18167,36344,2020-08-07
764,USA/OR-CDC-LC0059583/2021,2021-05-10,B.1.351,1111543,1,2,8,True,True,True,True,True,5,12117,18171,2925,2020-03-18
765,Germany/NW-RKI-I-080310/2021,2021-04-07,B.1.1.7,791538,1,2,3,True,True,True,True,True,0,17053,18175,64513,2020-09-14
766,USA/WA-UW-21042174256/2021,2021-04-21,B.1.1,938805,6,2,14,True,True,True,True,True,11,16467,18176,5868,2020-02-21
767,USA/OR-UW-21060409908/2021,2021-06-04,B.1.1.519,1279649,1,2,6,True,True,True,True,True,3,11118,18255,127383,2020-11-13
768,USA/VA-CDC-LC0020319/2021,2021-02-22,B.1.2,431682,6,2,9,True,True,True,True,True,6,14758,18267,126324,2020-10-20
769,USA/NY-PRL-2021_03_15_01B13/2021,2021-03-13,B.1.1.7,562693,2,2,9,True,True,True,True,True,6,15657,18269,43626,2020-08-29
770,USA/TX-HMH-MCoV-43548/2021,2021-04-27,B.1,994835,2,2,5,True,True,True,True,False,2,15280,18292,179,2020-02-20
771,Pakistan/NIH-B10-S19/2021,2021-05-15,B.1.351,1145700,1,2,4,True,True,True,True,True,1,9938,18366,191985,2020-12-02
772,Pakistan/NIH-B10-S16/2021,2021-05-15,B.1.351,1145698,3,2,4,True,True,True,True,True,1,9938,18366,92995,2020-10-31
773,England/CAMC-13B82DE/2021,2021-03-10,B.1.1.317,535509,4,2,7,True,True,True,True,False,4,13260,18395,22772,2020-03-22
774,USA/CO-CDC-LC0060313/2021,2021-05-17,B.1.1.7,1162232,1,2,8,True,True,True,True,True,5,15280,18424,179,2020-02-20
775,USA/CO-Broad_WarriorLab-00153/2021,2021-01-22,B.1,254664,1,2,7,True,True,True,True,True,4,14560,18424,179,2020-02-20
776,USA/TX-HMH-MCoV-26476/2021,2021-03-01,B.1,476237,1,2,11,True,True,True,True,True,8,16429,18424,1484,2020-03-08
777,Germany/ST-RKI-I-136993/2021,2021-05-04,B.1.1.7,1054134,1,2,5,True,True,True,True,True,2,16176,18486,64513,2020-09-14
778,Singapore/178/2021,2021-02-07,B.1.36.29,331637,1,2,19,True,True,True,True,True,16,9871,18486,27703,2020-07-27
779,USA/CO-CDPHE-2100232190/2021,2021-01-15,B.1.2,226005,1,2,6,True,True,True,True,True,3,17556,18538,21563,2020-03-22
780,Brazil/SP-IB_102877/2021,2021-04-30,P.1,1015843,2,2,11,True,True,True,True,True,8,15373,18549,211623,2020-12-23
781,USA/MD-CDC-LC0058219/2021,2021-05-06,B.1.1.7,1077816,1,2,5,True,True,True,True,True,2,15280,18550,67434,2020-10-04
782,USA/PA-CDC-LC0058507/2021,2021-05-08,B.1.1.7,1093585,1,2,5,True,True,True,True,True,2,15280,18550,73676,2020-10-29
783,USA/VA-DCLS-4926/2021,2021-05-04,B.1.1.7,1059814,1,2,7,True,True,True,True,True,4,16535,18555,67434,2020-10-04
784,USA/NC-CDC-LC0069837/2021,2021-06-02,B.1.1.7,1265493,1,2,8,True,True,True,True,True,5,15280,18555,64513,2020-09-14
785,SriLanka/NR17/2021,2021-03-22,B.1,639120,1,2,7,True,True,True,True,True,4,12077,18576,179,2020-02-20
786,Germany/BW-RKI-I-035473/2021,2021-02-25,B.1.177.81,449906,1,2,4,True,True,True,True,True,1,13336,18585,62382,2020-10-04
787,Denmark/DCGC-95684/2021,2021-05-10,B.1.1,1103732,2,2,6,True,True,True,True,True,3,17747,18591,342153,2020-12-13
788,Portugal/PT4969/2021,2021-03-12,B.1.177.32,554633,1,2,5,True,True,True,True,True,2,12555,18646,225505,2020-12-12
789,France/HDF-IPP04215/2021,2021-02-16,B.1.1.7,391017,1,2,3,True,True,True,True,True,0,17978,18647,43626,2020-08-29
790,Brazil/RJ-LNN03043/2021,2021-06-10,P.1,1315352,1,2,5,True,True,True,True,True,2,11751,18660,260431,2021-01-22
791,Slovenia/5C-012902-KP/2021,2021-02-26,B.1.1.7,458103,1,2,10,True,True,True,True,True,7,18029,18681,64512,2020-09-30
792,Sweden/20385964P/2021,2021-06-07,B.1.1.7,1299250,3,2,3,True,True,True,True,True,0,11297,18682,43626,2020-08-29
793,Denmark/DCGC-36967/2021,2021-01-18,C.36,235478,3,2,11,True,True,True,True,True,8,16727,18687,178534,2020-07-02
794,Belgium/UZA-UA-CV2008519483/2021,2021-04-04,B.1.1.7,759112,1,2,5,True,True,True,True,True,2,14677,18695,64512,2020-09-30
795,USA/CA-CDC-QDX21496967/2021,2021-01-28,B.1.609,284435,7,2,10,True,True,True,True,True,7,10875,18795,194939,2020-08-18
796,USA/NC-CDC-LC0017603/2021,2021-02-16,B.1.2,394700,2,2,6,True,True,True,True,True,3,17637,18803,21563,2020-03-22
797,Switzerland/SO-ETHZ-630253/2021,2021-05-17,B.1.1.7,1161868,1,2,7,True,True,True,True,True,4,16177,18877,179,2020-02-20
798,Slovenia/17-049438-CE/2021,2021-05-03,B.1.1.7,1045400,1,2,7,True,True,True,True,True,4,15911,18998,64513,2020-09-14
799,Germany/BW-RKI-I-176048/2021,2021-05-31,B.1.617.2,1248436,2,2,5,True,True,True,True,True,2,11333,19006,694601,2021-03-08
800,USA/NM-CDC-LC0052857/2021,2021-04-20,B.1.1,927211,1,2,7,True,True,True,True,True,4,10871,19011,179,2020-02-20
801,Slovakia/srUVZ_PL5_G9/2021,2021-03-17,B.1.1.7,597098,1,2,6,True,True,True,True,True,3,11297,19079,79385,2020-11-03
802,USA/WA-UW-2021040866453/2021,2021-04-08,B.1.429,809926,3,2,6,True,True,True,True,True,3,14677,19101,507621,2020-05-07
803,India/GJ-GBRC275b/2020,2020-06-13,B.1.36,20030,1,2,11,True,True,True,True,True,8,18878,19154,179,2020-02-20
804,Poland/PZH-GUM-0783/2021,2021-04-29,B.1.1.7,1009811,1,2,5,True,True,True,True,True,2,10777,19164,77527,2020-09-24
805,Spain/CT-HUVH-19879/2021,2021-02-23,B.1.1.7,436649,2,2,5,True,True,True,True,True,2,15442,19164,67434,2020-10-04
806,USA/MA-CDC-LC0013966/2021,2021-02-09,B.1,347597,2,2,11,True,True,True,True,True,8,19171,19200,1484,2020-03-08
807,Turkey/HSGM-B19109/2021,2021-06-29,B.1.617.2,1442569,1,2,4,True,True,True,True,True,1,14926,19220,591284,2021-02-27
808,USA/NJ-CDC-LC0078341/2021,2021-06-16,AY.5,1348658,2,2,4,True,True,True,True,True,1,11333,19220,694601,2021-03-08
809,USA/NH-CDC-LC0040904/2021,2021-04-08,B.1.1.7,808570,1,2,12,True,True,True,True,True,9,17616,19269,43626,2020-08-29
810,USA/TX-CDC-STM-319/2021,2021-01-02,B.1.2,175441,22,2,7,True,True,True,True,True,4,9028,19269,21563,2020-03-22
811,Belgium/UZA-UA-CV2111735365/2021,2021-05-01,AY.101,1025380,9,2,5,True,True,True,True,True,2,19221,19276,591284,2021-02-27
812,India/TG-CCMB-BO909/2021,2021-04-12,B.1.617,840009,1,2,5,True,True,True,True,True,2,11838,19305,179,2020-02-20
813,Switzerland/SO-ETHZ-570787/2021,2021-04-06,B.1.1.7,783893,2,2,3,True,True,True,True,True,0,18260,19366,85911,2020-10-06
814,USA/NC-UNC-1470/2021,2021-05-23,B.1.1.7,1198704,1,2,5,True,True,True,True,True,2,18396,19390,85911,2020-10-06
815,USA/MD-CDC-LC0038972/2021,2021-03-31,B.1.1.7,730384,1,2,6,True,True,True,True,True,3,16606,19390,723143,2020-08-10
816,USA/MI-CDC-ASC210072863/2021,2021-04-16,B.1.1.7,889397,1,2,5,True,True,True,True,True,2,18838,19390,64513,2020-09-14
817,Italy/SIC-Palermo-CQRC-21037322/2021,2021-04-20,B.1.1.7,922668,1,2,7,True,True,True,True,True,4,16828,19390,64513,2020-09-14
818,USA/MD-IGS-012109707272A/2021,2021-04-07,B.1.1.7,797259,4,2,11,True,True,True,True,True,8,15280,19390,43626,2020-08-29
819,USA/GA-CDC-LC0032191/2021,2021-03-24,B.1.1,661460,1,2,7,True,True,True,True,True,4,15280,19390,85911,2020-10-06
820,USA/WA-UW-21050317414/2021,2021-05-03,B.1.1.7,1050056,1,2,3,True,True,True,True,True,0,14121,19390,64513,2020-09-14
821,Slovenia/5C-018713-KP/2021,2021-03-25,B.1.258,670443,1,2,10,True,True,True,True,True,7,18177,19398,179,2020-02-20
822,France/IDF-HMN-21052140307/2021,2021-05-11,B.1.1.7,1115230,1,2,6,True,True,True,True,True,3,12790,19493,164552,2020-12-20
823,USA/MO-CDC-LC0004080/2021,2021-01-02,B.1.2,175657,90,2,10,True,True,True,True,True,7,15952,19518,49055,2020-06-27
824,Netherlands/LI-RIVM-42120/2021,2021-06-14,B.1.1.7,1333234,1,2,4,True,True,True,True,True,1,11751,19524,153306,2020-11-22
825,Turkey/HSGM-2813/2021,2021-02-08,B.1,339619,7,2,6,True,True,True,True,True,3,18000,19524,80155,2020-10-05
826,Slovakia/UVZ_PL7_C4/2021,2021-03-22,B.1.1.7,638842,16,2,5,True,True,True,True,False,2,11297,19524,64513,2020-09-14
827,Turkey/HSGM-D94/2021,2021-02-08,B.1.351,339664,8,2,5,True,True,True,True,True,2,13722,19524,80155,2020-10-05
828,USA/NV-CDC-LC0055980/2021,2021-04-27,B.1.1.7,994055,1,2,5,True,True,True,True,False,2,17616,19590,67434,2020-10-04
829,USA/TX-HMH-MCoV-27812/2021,2021-02-12,B.1.596.1,369348,1,2,17,True,True,True,True,True,14,17797,19656,1484,2020-03-08
830,USA/RI-CDC-LC0039951/2021,2021-04-05,B.1,776513,1,2,9,True,True,True,True,True,6,18168,19677,179,2020-02-20
831,USA/IN-CDC-LC0048822/2021,2021-04-16,R.1,888962,1,2,4,True,True,True,True,True,1,16177,19839,201367,2020-08-28
832,USA/IL-CDC-LC0038217/2021,2021-03-29,B.1.1,707672,2,2,11,True,True,True,True,True,8,17260,19839,179,2020-02-20
833,USA/TX-HMH-MCoV-27535/2021,2021-02-18,B.1,408272,3,2,5,True,True,True,True,True,2,12790,19839,179,2020-02-20
834,USA/AZ-CDC-LC0055565/2021,2021-04-28,B.1.1,1001029,1,2,6,True,True,True,True,True,3,14677,19839,179,2020-02-20
835,England/CAMC-FB1BD1/2021,2021-01-10,B.1.1,202580,15,2,6,True,True,True,True,True,3,12723,19839,179,2020-02-20
836,Slovenia/272360/2021,2021-05-29,B.1.1.7,1237607,1,2,4,True,True,True,True,True,1,3100,19872,77527,2020-09-24
837,USA/NY-PRL-2021_02_17_00B04/2021,2021-02-14,B.1.2,377021,1,2,6,True,True,True,True,False,3,18425,19884,179,2020-02-20
838,Poland/WGS-CoV_PZH-LUM-0923/2021,2021-05-07,B.1.1.7,1084442,2,2,6,True,True,True,True,True,3,4574,19899,43626,2020-08-29
839,USA/NY-NYCPHL-002150/2021,2021-01-04,B.1.1,184954,1,2,12,True,True,True,True,True,9,17152,20139,112095,2020-05-19
840,USA/CA-CDC-FG-011136/2021,2021-03-19,B.1.427,615708,4,2,5,True,True,True,True,True,2,18952,20160,190809,2020-12-05
841,USA/NY-PRL-2021_02_19_00D07/2021,2021-02-16,B.1.2,394965,1,2,4,True,True,True,True,True,1,18425,20163,21563,2020-03-22
842,Poland/NIPH-NIH_ECDC-6602/2021,2021-05-28,B.1.1.7,1231825,2,2,4,True,True,True,True,True,1,15739,20178,64512,2020-09-30
843,Germany/NW-RKI-I-140547/2021,2021-05-05,B.1.1.7,1063097,1,2,4,True,True,True,True,True,1,13552,20178,64513,2020-09-14
844,Turkey/HSGM-B17896/2021,2021-06-22,B.1.617,1386312,1,2,11,True,True,True,True,True,8,19791,20262,591284,2021-02-27
845,Israel/SMC-7005115/2021,2021-06-29,B.1.617.2,1440807,1,2,8,True,True,True,True,True,5,16467,20262,5868,2020-02-21
846,USA/FL-CDC-LC0040586/2021,2021-04-07,B.1.526,796320,6,2,5,True,True,True,True,True,2,17848,20262,179,2020-02-20
847,USA/MI-UM-10039097324/2021,2021-04-03,B.1,757379,3,2,8,True,True,True,True,True,5,19165,20262,179,2020-02-20
848,USA/NY-PRL-2021_03_15_00O08/2021,2021-03-12,B.1,556823,1,2,3,True,True,True,True,True,0,16501,20262,179,2020-02-20
849,USA/NY-PRL-03_10_00A10/2021,2021-03-05,B.1.526,506814,1,2,9,True,True,True,True,True,6,18425,20262,179,2020-02-20
850,USA/NY-PRL-2021_02_15_03E11/2021,2021-02-14,B.1.526,376974,1,2,14,True,True,True,True,True,11,18577,20262,1484,2020-03-08
851,Germany/BY-RKI-I-028770/2021,2021-02-15,B.1.258,384108,6,2,14,True,True,True,True,True,11,18029,20268,179,2020-02-20
852,USA/MI-UM-10037963824/2021,2021-01-22,B.1,254874,2,2,10,True,True,True,True,True,7,18982,20268,179,2020-02-20
853,USA/CA-LACPHL-AF00311/2021,2021-01-19,B.1.402,242749,2,2,9,True,True,True,True,True,6,20105,20268,179,2020-02-20
854,USA/AZ-TG767685/2021,2021-03-01,B.1,474853,1,2,14,True,True,True,True,True,11,11576,20268,179,2020-02-20
855,France/BRE-IPP06016/2021,2021-03-16,B.1.1.7,583655,1,2,5,True,True,True,True,True,2,20059,20379,64513,2020-09-14
856,Germany/un-RKI-I-078380/2021,2021-04-09,B.1.1.7,813230,1,2,4,True,True,True,True,True,1,14246,20388,64512,2020-09-30
857,India/OR-ILSGS00643/2021,2021-03-25,B.1.617,668943,1,2,8,True,True,True,True,True,5,19418,20396,5867,2020-02-22
858,USA/WA-UW-21042533517/2021,2021-04-25,B.1.617.1,969165,1,2,11,True,True,True,True,True,8,19814,20396,179,2020-02-20
859,USA/AK-PHL8986/2021,2021-05-13,P.1,1133799,1,2,7,True,True,True,True,True,4,15273,20400,1129894,2020-08-13
860,Germany/SN-RKI-I-175694/2021,2021-05-27,B.1.1.7,1224659,2,2,3,True,True,True,True,True,0,19391,20451,64513,2020-09-14
