recombinant,parent1,parent2,recombinant_date,parent1_date,parent2_date,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,sc2ts_num_mutations,x_lineage_involved,usher_num_descendants
node_91553,ERR11822853,SRR17367056,2021-12-16,2021-10-17,2021-12-03,{'AY.4.9': 1},1030672,1,242168,9,5,False,1
node_184915,SRR16527817,ERR11753829,2021-10-01,2021-09-26,2021-10-17,{'AY.100': 1},668635,1,242168,6,7,False,1
SRR15916348,SRR15199752,SRR15893851,2021-08-11,2021-06-30,2021-07-26,{'AY.107': 1},462537,1,462538,1,0,False,1
ERR7234709,ERR7099711,ERR7383256,2021-10-22,2021-10-08,2021-11-05,{'AY.4': 1},755421,1,755422,1,0,False,1
ERR9700026,ERR11781915,ERR11892664,2022-04-08,2022-03-28,2022-03-16,{'BA.2': 1},1429586,1,1429587,1,0,False,1
SRR29320372,node_588441,SRR27426056,2023-12-17,2023-11-21,2023-12-15,{'KT.1.1': 1},1875492,1,1875493,1,0,False,1
node_189986,SRR16849704,SRR15993313,2021-10-18,2021-10-16,2021-08-23,{'AY.113': 2},739855,2,374078,1,7,False,2
SRR20186763,SRR17251148,SRR16527388,2021-12-05,2021-11-15,2021-09-27,{'AY.100': 1},983714,1,242168,12,4,False,1
ERR10366269,node_720633,ERR9825147,2022-09-27,2022-09-27,2022-04-22,{'BA.4.6.5': 1},1674251,1,-1,2147483648,3,False,1
ERR7697993,node_55730,ERR7142322,2021-11-24,2021-11-24,2021-10-07,{'AY.4': 1},927146,1,242168,14,5,False,1
SRR15388518,SRR15290276,SRR15272300,2021-07-26,2021-07-13,2021-07-12,{'AY.47': 1},402292,1,-1,2147483648,5,False,1
SRR17690069,SRR17106828,SRR15391719,2021-12-03,2021-11-17,2021-07-21,{'AY.119': 1},974621,1,242168,11,7,False,1
node_139969,ERR6573905,ERR6440908,2021-08-20,2021-08-04,2021-07-26,{'AY.4': 4},487293,4,242168,11,7,False,4
SRR14158437,SRR14152764,SRR14157549,2021-03-02,2021-03-15,2021-02-24,{'B.1.2': 1},179951,1,179952,1,0,False,1
SRR19675010,SRR19675011,SRR19683454,2022-04-18,2022-04-18,2022-02-14,{'BA.2.3': 1},1447233,1,-1,2147483648,6,False,1
SRR16829334,SRR16385250,ERR6440908,2021-10-08,2021-09-21,2021-07-26,{'AY.109': 1},698621,1,698622,1,0,False,1
node_233681,SRR20178201,SRR16245485,2021-11-11,2021-11-17,2021-09-10,{'AY.39': 1},860490,1,242168,13,8,False,1
ERR6785047,node_230351,SRR15556930,2021-09-10,2021-09-10,2021-08-03,{'AY.120': 1},575720,1,242168,4,5,False,1
SRR28273281,node_633437,ERR13076974,2024-02-12,2024-02-12,2023-11-20,{'JN.1.7': 1},1889460,1,1857980,12,5,False,1
node_679707,node_679560,SRR19723383,2022-07-26,2022-07-07,2022-05-29,{'BF.1': 1},1597549,1,1597550,1,0,False,1
SRR22237356,SRR21737739,SRR21716356,2022-10-17,2022-09-20,2022-09-13,{'BA.5.1.5': 1},1693421,1,1693422,1,0,False,1
ERR7137303,ERR6817476,ERR11755473,2021-10-13,2021-09-15,2021-10-20,{'AY.4': 1},716700,1,716701,1,0,False,1
node_188226,SRR15693469,ERR6440908,2021-06-16,2021-07-11,2021-07-26,{'B.1.617.2': 1},323517,1,323518,1,0,False,1
SRR15818885,SRR16384605,ERR6112499,2021-08-09,2021-09-19,2021-06-08,{'AY.118': 1},455532,1,242168,9,5,False,1
SRR28397892,SRR28173279,SRR28166621,2024-02-20,2024-02-12,2024-01-17,{'JN.1.22': 1},1890523,1,1857980,14,4,False,1
node_701700,ERR10080278,ERR10150235,2022-10-26,2022-08-02,2022-08-20,{'BA.2.75': 5},1700654,5,1700655,1,0,False,5
node_637739,SRR20490796,SRR21504496,2022-09-05,2022-07-01,2022-08-01,{'BA.5.1.18': 2},1649343,2,1649343,0,0,False,2
SRR20918207,SRR19931504,SRR17640663,2021-12-16,2021-11-04,2021-12-20,{'AY.39': 1},1033638,1,1033639,1,0,False,1
node_198645,SRR20246493,ERR11754591,2021-10-28,2021-10-24,2021-10-20,{'AY.119.2': 8},817257,8,242168,9,7,False,8
node_653919,ERR10425851,ERR12749923,2022-07-04,2022-10-16,2022-06-27,{'BA.5.1': 2},1554207,2,1554208,1,0,False,2
node_643283,ERR10010968,ERR9969966,2022-07-08,2022-07-12,2022-06-25,{'BA.5.1': 4},1562809,4,1562809,0,0,False,4
node_257418,SRR16546753,ERR6526813,2021-09-09,2021-09-25,2021-08-10,{'AY.103': 4},571851,5,242168,4,5,False,4
node_195561,SRR17102708,ERR6440908,2021-11-10,2021-11-10,2021-07-26,{'AY.127': 3},854784,3,242168,9,7,False,3
ERR5458932,ERR5458865,ERR5422066,2021-02-22,2021-02-16,2021-02-21,{'B.1.1.7': 1},165886,1,165887,1,0,False,1
node_700567,ERR13040343,ERR10000094,2022-07-06,2023-01-20,2022-07-05,{'BA.5.2.1': 5},1558617,6,1558618,1,0,False,5
node_128804,ERR13133823,ERR7319518,2021-09-01,2021-09-05,2021-10-16,{'AY.4': 3},536189,4,242168,6,4,False,3
ERR6763100,ERR6620571,ERR6761017,2021-08-27,2021-08-16,2021-08-30,{'AY.34.1': 1},515612,1,242168,8,7,False,1
node_189903,SRR15388721,node_189902,2021-07-15,2021-07-27,2021-07-15,{'B.1.617.2': 3},371453,9,242168,6,1,False,3
node_232164,SRR21172405,ERR6440908,2021-10-20,2021-10-26,2021-07-26,{'AY.39': 1},749755,1,749756,1,0,False,1
node_188840,SRR16606852,SRR16527272,2021-10-22,2021-09-28,2021-09-21,{'AY.39.1': 1},757395,1,242168,8,7,False,1
ERR10618774,ERR10088999,ERR10163637,2022-11-11,2022-08-08,2022-08-26,{'BA.5.2': 1},1709693,1,1709694,1,0,False,1
node_235751,SRR17361080,ERR7232760,2021-11-27,2021-11-30,2021-10-16,{'AY.39': 2},940778,2,242168,14,7,False,2
SRR20178225,SRR20976214,ERR13153313,2021-11-17,2021-11-12,2021-07-30,{'AY.4': 1},891880,1,891881,1,0,False,1
node_311735,ERR6567507,ERR13159712,2021-08-16,2021-08-11,2021-07-13,{'AY.3': 3},475541,3,475541,0,1,False,3
node_203611,SRR17299710,ERR6761017,2021-11-26,2021-12-03,2021-08-30,{'AY.34.1': 6},937160,6,242168,17,7,False,6
ERR7231659,ERR6445757,ERR7401468,2021-10-12,2021-07-14,2021-11-08,{'AY.126': 1},713901,1,713902,1,0,False,1
ERR13056717,ERR13040667,SRR27353674,2023-02-19,2023-01-14,2023-10-26,{'BQ.1.1': 1},1777276,1,1412770,14,6,False,1
ERR7142322,ERR12853205,ERR7239088,2021-10-07,2021-11-19,2021-10-08,{'AY.98': 1},691063,1,242168,9,4,False,1
node_189876,SRR16345199,SRR15391358,2021-10-17,2021-09-18,2021-07-16,{'AY.119': 5},734571,5,242168,6,4,False,5
node_189886,SRR15628974,ERR13153313,2021-08-04,2021-08-04,2021-07-30,{'AY.119': 4},439335,10,242168,6,2,False,4
SRR16829333,SRR16364659,SRR15982202,2021-10-08,2021-09-18,2021-09-03,{'AY.100': 1},698620,1,242168,10,4,False,1
SRR24540383,SRR24525936,SRR24606855,2023-04-27,2023-04-13,2023-04-24,{'XBB.2.3': 1},1819440,1,1819441,1,0,True,1
node_185548,SRR16926018,ERR6440908,2021-10-19,2021-10-12,2021-07-26,{'AY.100': 18},745213,24,242168,11,7,False,18
node_623603,ERR13058605,node_616273,2023-08-31,2023-08-14,2023-09-09,{'XBB.1.9': 4},1840191,4,1840191,0,1,True,4
node_189651,ERR12820927,ERR6571997,2021-08-11,2021-08-19,2021-08-16,{'AY.42': 2},461862,5,373502,4,5,False,2
node_189844,SRR17271285,ERR6834520,2021-10-24,2021-11-03,2021-09-03,{'AY.119.2': 2},764958,10,242168,8,4,False,2
node_639471,ERR13028133,ERR12982185,2022-11-06,2022-10-24,2022-08-02,{'BA.5.1.5': 2},1707067,2,1707068,1,0,False,2
node_204447,node_204446,ERR11762854,2021-08-18,2021-08-18,2021-08-13,{'AY.126': 314},432011,343,242168,8,2,False,314
node_183768,SRR16149933,node_183767,2021-09-15,2021-09-17,2021-09-15,{'AY.100': 2},600950,2,242168,11,4,False,2
ERR7305983,ERR6851618,ERR6440908,2021-10-21,2021-09-18,2021-07-26,{'AY.4': 1},752201,1,752202,1,0,False,1
ERR7696866,ERR7135363,ERR13153313,2021-12-07,2021-10-03,2021-07-30,{'AY.4': 1},991373,1,991374,1,0,False,1
node_104095,ERR7171151,ERR6999202,2021-10-24,2021-10-16,2021-09-27,{'AY.4.2': 2},764396,2,729351,2,7,False,2
SRR20186924,node_297109,SRR19223070,2021-12-06,2021-12-06,2021-12-15,{'AY.3': 1},990045,1,990046,1,0,False,1
ERR7305340,ERR7239993,SRR25075223,2021-10-29,2021-10-16,2021-09-05,{'B.1.617.2': 1},787574,1,787575,1,0,False,1
node_13577,SRR14002268,SRR20694518,2021-01-13,2020-09-28,2020-11-15,{'B.1.2': 1},109111,1,-1,2147483648,5,False,1
node_199824,SRR20186745,ERR11753784,2021-10-28,2021-12-05,2021-10-17,{'AY.119': 12},784498,12,242168,12,8,False,12
node_21890,SRR16620947,SRR14155002,2021-05-01,2021-05-11,2021-03-16,{'B.1.526': 3},277111,3,277112,1,0,False,3
node_555684,ERR10001609,ERR10000170,2022-06-09,2022-07-06,2022-07-05,"{'XAJ': 21, 'BA.4': 1}",1145082,51247,-1,2147483648,1,True,22
node_190792,SRR16706799,SRR15201298,2021-09-30,2021-10-05,2021-07-09,{'AY.114': 11},665566,11,242168,7,4,False,11
node_189303,SRR20177845,SRR17310671,2021-12-01,2021-11-14,2021-12-03,{'AY.100': 4},964832,4,964832,0,0,False,4
node_191668,ERR6768833,ERR6923155,2021-10-11,2021-08-31,2021-09-26,{'AY.42': 1},708376,1,373502,5,10,False,1
ERR6755638,ERR6480581,ERR6568434,2021-09-01,2021-08-04,2021-08-08,{'AY.4': 1},536774,1,242168,10,4,False,1
node_189559,SRR16345224,ERR6491956,2021-10-24,2021-09-15,2021-07-21,{'AY.100': 17},764876,20,242168,7,5,False,17
node_188818,ERR12793883,ERR13153313,2021-09-11,2021-07-24,2021-07-30,{'AY.118': 1},581096,1,581097,1,0,False,1
ERR13083874,ERR13093315,ERR13083675,2022-04-22,2022-03-28,2022-04-22,{'BA.2.3': 1},1455181,1,1455182,1,0,False,1
node_189432,SRR20247267,ERR6491956,2021-11-10,2021-11-08,2021-07-21,{'AY.100': 1},854650,1,854651,1,0,False,1
ERR7718295,ERR7386894,ERR6605289,2021-11-23,2021-11-05,2021-08-24,{'AY.4': 1},922000,1,242168,17,7,False,1
node_189794,SRR16607089,SRR15391358,2021-12-15,2021-10-14,2021-07-16,{'AY.119': 1},1029672,1,1029673,1,0,False,1
ERR7266740,ERR7557861,ERR6816656,2021-10-22,2021-11-24,2021-09-14,{'AY.43': 1},755853,1,242168,6,4,False,1
node_636727,ERR10165329,SRR21976996,2022-08-14,2022-08-25,2022-10-08,{'BA.5.1': 6},1633832,6,1622855,1,0,False,6
node_188398,ERR7270546,ERR7310393,2021-11-02,2021-10-25,2021-10-10,{'AY.4.2.1': 11},392549,12337,242168,9,1,False,11
node_723668,ERR9585254,ERR10000291,2022-06-17,2022-03-28,2022-07-05,{'BA.4': 25},1531265,25,1531266,1,0,False,25
node_117188,ERR6777338,ERR6440908,2021-10-11,2021-09-09,2021-07-26,{'AY.4': 2},708185,2,487314,2,4,False,2
node_741688,ERR11485560,ERR12035101,2022-06-03,2022-06-21,2022-04-29,{'BA.2': 8},1511028,8,1511029,1,0,False,8
node_175902,SRR16786725,ERR6492325,2021-10-15,2021-10-08,2021-08-07,{'AY.4': 4},727793,4,727794,1,0,False,4
ERR6826236,ERR6647643,ERR6571333,2021-08-24,2021-08-22,2021-08-18,{'AY.4': 1},501268,1,242168,10,7,False,1
node_188270,ERR13182720,ERR6379939,2021-09-28,2021-08-22,2021-07-19,{'AY.4': 6},379465,1432,242168,7,1,False,6
node_283523,SRR16660078,ERR6112499,2021-10-07,2021-09-29,2021-06-08,{'AY.25.1': 5},661720,28,242168,11,2,False,5
node_314832,ERR6442517,ERR11763306,2021-07-28,2021-07-29,2021-11-24,{'AY.44': 1},410713,1,410714,1,0,False,1
ERR4760005,ERR4699761,ERR4615901,2020-09-30,2020-10-05,2020-08-30,{'B.1.177': 1},38722,1,38723,1,0,False,1
ERR8144931,ERR7807042,ERR8035711,2022-01-19,2021-12-12,2022-01-08,{'BA.1.1.15': 1},1131378,1,1131379,1,0,False,1
ERR6881713,ERR13182720,ERR6544260,2021-09-23,2021-08-22,2021-08-12,{'AY.4': 1},633451,1,633452,1,0,False,1
node_783382,SRR15151160,ERR13149662,2021-05-18,2021-05-01,2021-04-30,{'P.1': 3},132047,6004,-1,2147483648,1,False,3
node_46511,ERR13159871,SRR15271093,2021-07-31,2021-07-20,2021-07-16,{'AY.103': 2},421606,2,421607,1,0,False,2
SRR14399101,SRR11578127,SRR14380714,2021-03-13,2020-03-27,2021-03-31,{'B.1.1.519': 1},199169,1,-1,2147483648,1,False,1
ERR6699085,ERR11762168,ERR6757351,2021-08-12,2021-07-22,2021-08-24,{'AY.4': 1},463470,1,242168,5,4,False,1
SRR19267453,ERR12794355,SRR19267260,2021-11-24,2021-07-17,2021-11-24,{'AY.39': 1},927973,1,927974,1,0,False,1
ERR7379152,ERR7118493,ERR7156603,2021-11-07,2021-10-12,2021-09-28,{'AY.4': 1},832500,1,832501,1,0,False,1
SRR15875404,SRR15554140,ERR13160860,2021-08-20,2021-08-04,2021-09-06,{'AY.103': 1},488385,1,488386,1,0,False,1
ERR10296449,SRR21371541,ERR13054526,2022-09-12,2022-08-13,2022-12-01,{'BA.5.2': 1},1656171,1,1412770,8,5,False,1
node_269692,node_269689,ERR7041848,2021-09-07,2021-09-07,2021-09-23,{'AY.103': 3},562844,3,562845,1,0,False,3
SRR20259867,SRR20252780,ERR13153313,2021-10-21,2021-10-20,2021-07-30,{'AY.39': 1},753530,1,753531,1,0,False,1
ERR8213432,ERR7602741,ERR7557017,2021-11-30,2021-11-26,2021-11-23,{'AY.43': 1},958134,1,958135,1,0,False,1
SRR21694577,ERR10000002,SRR21671530,2022-09-10,2022-07-05,2022-09-06,{'BA.5.5': 1},1653829,1,1653830,1,0,False,1
SRR17275482,SRR17393308,SRR20179884,2021-12-02,2021-12-02,2021-11-26,{'AY.112.2': 1},969227,1,242168,9,6,False,1
node_188243,ERR7294495,ERR6760158,2021-10-31,2021-10-29,2021-08-30,{'AY.4': 1},794766,1,242168,9,5,False,1
SRR20939623,SRR17105832,SRR16839497,2021-12-06,2021-11-04,2021-10-12,{'AY.3': 1},990289,1,242168,7,3,False,1
node_776617,ERR11795050,ERR11796193,2022-03-03,2021-12-18,2022-01-07,{'BA.2': 2},1321160,2,1321161,1,0,False,2
SRR20762889,SRR21175563,node_314166,2021-10-25,2021-10-30,2021-11-19,{'AY.44': 1},770282,1,242168,9,6,False,1
SRR17187152,SRR17107284,SRR17166486,2021-11-30,2021-11-17,2021-11-22,{'AY.100': 1},958386,1,242168,13,4,False,1
node_778519,ERR4307909,ERR4238502,2020-04-29,2020-04-24,2020-05-08,{'B.1.1.29': 23},13120,24,-1,2147483648,5,False,23
ERR6631759,ERR12817707,ERR11441252,2021-08-06,2021-07-21,2021-11-02,{'AY.9.2': 1},445307,1,445308,1,0,False,1
node_192311,ERR6071064,ERR6485055,2021-06-28,2021-06-02,2021-07-09,{'B.1.617.2': 49},339346,49,242168,4,6,False,49
node_136965,ERR7027527,ERR6492325,2021-10-20,2021-10-02,2021-08-07,{'AY.4': 2},747773,2,747773,0,2,False,2
ERR7044036,ERR5933097,ERR6555340,2021-09-22,2021-05-07,2021-08-16,{'AY.4': 1},631033,1,242168,5,5,False,1
node_623304,ERR13320212,SRR25620363,2023-08-24,2023-08-08,2023-07-21,{'EG.5.1': 3},1837709,3,1837710,1,0,False,3
SRR27642671,SRR26928349,SRR26524542,2023-12-12,2023-10-13,2023-08-22,{'XBB.1.16': 1},1873920,1,1873921,1,0,True,1
node_451884,ERR11743086,ERR12886196,2021-12-23,2021-12-23,2022-01-10,"{'BA.1.17.2': 1, 'BA.1.1': 4, 'BA.1.1.18': 3, 'BA.1.20': 2, 'BA.1.15': 1, 'BA.1': 6, 'BA.1.12': 1}",941111,385138,-1,2147483648,2,False,18
SRR24374323,SRR24795561,ERR10910673,2023-03-26,2023-05-17,2023-02-04,{'XBB.1.5': 1},1806101,1,1676682,8,6,True,1
node_271188,ERR6442517,SRR16697768,2021-10-11,2021-07-29,2021-10-04,{'AY.103': 1},710077,1,710078,1,0,False,1
node_198367,SRR20249552,SRR15388483,2021-11-02,2021-11-10,2021-07-26,{'AY.119.2': 61},809095,61,242168,8,4,False,61
SRR16883912,node_179832,ERR13153313,2021-10-13,2021-10-15,2021-07-30,{'AY.100': 1},719566,2,242168,11,5,False,1
ERR7147933,ERR6493550,ERR7147518,2021-10-06,2021-07-28,2021-10-06,{'AY.124': 1},686637,1,332163,2,4,False,1
SRR20249756,SRR20952235,ERR6440908,2021-11-10,2021-11-15,2021-07-26,{'AY.119': 1},853597,1,242168,9,7,False,1
SRR29320538,SRR25814946,ERR10910673,2023-08-28,2023-08-08,2023-02-04,{'FL.1.5.1': 1},1839139,1,1676682,14,8,False,1
SRR20953745,SRR19294290,ERR13153313,2021-11-09,2021-11-14,2021-07-30,{'AY.113': 1},848541,2,374078,3,5,False,1
node_610834,ERR11556652,ERR12658012,2023-10-12,2023-05-22,2023-12-16,{'XBB.1.16.6': 1},1854122,1,1676682,16,7,True,1
ERR5238288,ERR5039243,ERR4988707,2021-01-17,2020-12-13,2020-11-22,{'B.1.177.9': 1},113965,1,113966,1,0,False,1
node_199207,SRR17330908,SRR20259390,2021-12-14,2021-12-07,2021-10-21,{'AY.119': 2},1024862,2,1024863,1,0,False,2
node_189983,ERR13182720,node_187435,2021-10-03,2021-08-22,2021-10-28,{'AY.113': 1},675101,1,675102,1,0,False,1
ERR8251790,ERR7495958,ERR6605289,2021-12-09,2021-11-15,2021-08-24,{'AY.4': 1},1004951,1,242168,11,7,False,1
SRR20259390,SRR20258148,SRR16606679,2021-10-21,2021-10-18,2021-09-28,{'AY.119': 1},753434,1,753435,1,0,False,1
node_188741,SRR23877689,SRR15390962,2021-11-05,2021-10-16,2021-07-15,{'AY.118': 2},826992,2,242168,11,8,False,2
node_97672,ERR7305258,ERR11756946,2021-10-05,2021-10-15,2021-12-03,{'AY.4.2': 30},682592,37,242168,11,4,False,30
node_777378,ERR8028294,ERR11746964,2022-03-05,2022-01-06,2022-03-29,{'BA.2': 8},1327413,8,1327413,0,0,False,8
node_226538,ERR6373331,SRR17135676,2021-10-18,2021-07-18,2021-10-13,{'AY.120.1': 31},719718,32,242168,10,5,False,31
ERR6609891,ERR6419023,ERR6651687,2021-08-17,2021-07-27,2021-08-26,{'AY.4': 1},477984,1,242168,5,4,False,1
ERR7311364,ERR7344766,ERR13153313,2021-10-28,2021-10-22,2021-07-30,{'AY.4': 1},783453,1,242168,8,4,False,1
node_66999,ERR6733184,ERR6399577,2021-09-14,2021-09-05,2021-07-25,{'AY.4': 4},592876,4,592877,1,0,False,4
SRR20942480,SRR16695951,ERR7779801,2021-12-07,2021-10-05,2021-12-10,{'AY.122': 1},996632,1,242168,8,7,False,1
node_580466,ERR10231773,SRR22295736,2022-10-28,2022-09-13,2022-10-26,{'BA.2': 8},1616921,44307,1412770,8,2,False,8
ERR7310933,ERR7290159,ERR13182720,2021-10-16,2021-10-28,2021-08-22,{'AY.4.2': 1},730244,2,730245,1,0,False,1
node_234436,SRR20145379,SRR16551672,2021-11-28,2021-12-05,2021-10-14,{'AY.39': 2},945493,3,242168,11,4,False,2
SRR20261293,SRR20768963,SRR15199972,2021-11-13,2021-10-23,2021-06-25,{'AY.39': 1},870775,1,870776,1,0,False,1
node_179471,SRR17218751,ERR6440908,2021-10-27,2021-11-21,2021-07-26,{'AY.100': 6},780088,6,780089,1,0,False,6
node_189762,SRR20938664,SRR16883472,2021-11-29,2021-11-29,2021-10-12,{'AY.119': 2},953436,2,242168,11,5,False,2
SRR22239683,node_674379,SRR21450837,2022-10-22,2022-08-08,2022-08-22,{'BE.1.4': 1},1697593,1,1697594,1,0,False,1
node_189989,SRR16898421,ERR8175973,2021-09-13,2021-10-18,2021-12-11,{'AY.113': 7},591710,8,374078,2,5,False,7
SRR27334894,SRR26828095,node_619095,2023-08-17,2023-09-19,2023-08-17,{'EG.5.1.1': 1},1835421,1,1676682,13,6,False,1
ERR12924866,ERR12896445,ERR10045123,2022-03-01,2022-01-19,2022-07-27,{'BA.2': 1},1313895,1,1313896,1,0,False,1
node_334919,SRR16383177,SRR15706553,2021-10-18,2021-09-21,2021-07-14,{'AY.122': 1},739194,1,242168,7,6,False,1
node_316046,SRR19931891,SRR17102724,2021-12-04,2021-11-04,2021-11-09,{'AY.44': 2},979087,2,979088,1,0,False,2
node_188726,SRR15386558,SRR15392137,2021-08-02,2021-07-23,2021-07-19,{'AY.118': 7},443682,16,242168,12,7,False,7
node_189982,ERR13182720,SRR16381044,2021-09-17,2021-08-22,2021-09-18,{'AY.113': 2},609539,3,374078,1,5,False,2
SRR21637001,node_706405,ERR10022933,2022-09-03,2022-09-05,2022-07-15,{'BA.5.2': 1},1647048,1,1647049,1,0,False,1
node_701726,SRR20741975,ERR10015589,2022-08-22,2022-07-08,2022-07-16,{'BA.5.2': 2},1683095,2,1633670,1,0,False,2
node_188499,node_188498,ERR11756261,2021-12-09,2021-12-09,2021-11-28,{'AY.4': 1},1004836,1,1004837,1,0,False,1
node_188614,ERR11753634,ERR6573578,2021-11-14,2021-10-17,2021-08-18,{'AY.4': 1},873769,1,873770,1,0,False,1
ERR7379837,ERR6664562,ERR13182720,2021-10-30,2021-08-26,2021-08-22,{'AY.4': 1},792443,1,242168,7,4,False,1
node_222524,ERR7191800,ERR6105556,2021-11-12,2021-10-20,2021-06-09,{'AY.43': 2},861956,2,242168,6,5,False,2
node_117187,ERR6386534,ERR6440908,2021-08-20,2021-07-21,2021-07-26,{'AY.4': 7},338979,3349,242168,5,1,False,7
node_311262,SRR15553506,ERR7287382,2021-09-05,2021-08-03,2021-10-29,{'AY.3': 1},553572,1,242168,9,6,False,1
node_595886,SRR24547007,SRR26043367,2023-06-26,2023-05-02,2023-08-22,{'XBB.1.5.77': 2},1828638,2,1676682,11,4,True,2
SRR21000324,ERR10424344,ERR11823461,2022-07-22,2022-10-05,2022-06-14,{'BA.4': 1},1589414,1,1589415,1,0,False,1
SRR20891142,SRR19223596,SRR15391088,2021-12-30,2021-12-15,2021-07-15,{'AY.39': 1},1073656,1,1073657,1,0,False,1
node_234058,SRR20116299,ERR7232760,2021-12-06,2021-12-02,2021-10-16,{'AY.39': 2},990001,2,242168,11,7,False,2
SRR21457722,SRR21208456,SRR21369690,2022-08-22,2022-08-08,2022-08-13,{'BA.5.1.25': 1},1633110,1,1633111,1,0,False,1
SRR21450704,ERR13012827,SRR21509452,2022-08-22,2022-10-14,2022-08-01,{'BA.5.2': 1},1632577,1,1632578,1,0,False,1
ERR5989382,ERR5989944,ERR5181396,2021-05-18,2021-05-02,2021-01-04,{'B.1.1.7': 1},294628,1,-1,2147483648,4,False,1
ERR7109126,ERR6735330,ERR6300316,2021-10-09,2021-09-06,2021-07-02,{'AY.4': 1},700464,1,242168,9,4,False,1
ERR7320404,ERR11755396,ERR6162082,2021-10-27,2021-10-21,2021-06-13,{'AY.4.2.3': 1},778933,1,778934,1,0,False,1
ERR5743634,ERR5225520,ERR5462200,2021-04-10,2021-01-15,2021-03-02,{'B.1.1.7': 1},249258,1,249259,1,0,False,1
node_357806,ERR13156129,ERR13155885,2021-08-19,2021-06-04,2021-08-18,{'AY.75': 8},485374,8,485375,1,0,False,8
ERR7305190,ERR7164782,node_188600,2021-10-21,2021-10-15,2021-12-05,{'AY.4': 1},752191,1,752192,1,0,False,1
SRR20254670,SRR16537945,ERR6493816,2021-10-16,2021-09-17,2021-07-31,{'AY.20': 1},731256,1,242168,7,4,False,1
node_231505,SRR20251283,SRR15554495,2021-10-14,2021-11-12,2021-08-03,{'AY.39.1': 10},789437,10,242168,10,4,False,10
node_216332,ERR6573172,ERR11743088,2021-08-17,2021-08-16,2021-12-23,{'B.1.617.2': 3},478226,3,242168,6,7,False,3
SRR15391759,SRR15490122,ERR6112499,2021-07-21,2021-08-02,2021-06-08,{'B.1.617.2': 1},386694,1,242168,6,1,False,1
SRR20188981,SRR19253438,SRR15807271,2021-12-07,2021-12-17,2021-08-06,{'AY.118': 1},996138,1,996139,1,0,False,1
node_203659,ERR12857708,SRR16606566,2021-08-06,2021-08-29,2021-10-04,"{'AY.34.1': 32, 'AY.34': 6}",353132,3609,242168,4,1,False,38
SRR20179884,SRR16883335,SRR17275482,2021-11-26,2021-10-19,2021-12-02,{'AY.100': 1},937221,1,242168,10,7,False,1
node_235151,SRR16197670,ERR7232760,2021-09-29,2021-09-10,2021-10-16,{'AY.39': 1},661685,1,242168,12,7,False,1
node_599204,ERR10850941,SRR25986048,2023-02-13,2023-01-12,2023-05-10,{'XBB.1.5.4': 12},1770333,12,1770333,0,0,True,12
SRR20186943,SRR17330479,SRR20228147,2021-12-05,2021-12-06,2021-10-28,{'AY.39': 1},983738,2,242168,11,4,False,1
ERR6880611,ERR6328211,ERR6440908,2021-09-19,2021-07-09,2021-07-26,{'AY.4': 1},616619,1,616620,1,0,False,1
SRR20246692,SRR16779361,ERR6440908,2021-10-23,2021-10-06,2021-07-26,{'AY.100': 1},761490,1,761491,1,0,False,1
node_189016,SRR15446230,SRR16749941,2021-11-10,2021-07-26,2021-10-03,{'AY.39': 3},854827,3,854827,0,0,False,3
node_188274,ERR13182720,ERR11755369,2021-09-30,2021-08-22,2021-10-21,{'AY.4': 2},471304,2560,242168,10,1,False,2
SRR23600680,SRR16688453,ERR6491292,2021-09-28,2021-10-19,2021-08-05,{'AY.25.1': 1},656792,1,242168,10,6,False,1
ERR5381053,ERR5181396,ERR5238729,2021-02-15,2021-01-04,2021-01-22,{'B.1.1.7': 1},155266,1,-1,2147483648,5,False,1
SRR21326012,SRR19099076,ERR8162740,2022-02-13,2022-01-21,2022-01-21,{'BA.1.1': 1},1258971,1,-1,2147483648,7,False,1
SRR17157536,SRR15225135,SRR16728687,2021-08-01,2021-07-12,2021-04-23,{'AY.3.1': 1},425597,1,425598,1,0,False,1
node_179592,SRR15946118,SRR20263442,2021-11-01,2021-09-03,2021-11-24,{'AY.100': 24},242168,1240987,242168,0,13,False,24
node_588441,node_588389,SRR26212636,2023-11-21,2023-11-16,2023-08-21,"{'KT.1': 3, 'KT.1.1': 119}",1878842,262,1676682,10,4,False,122
ERR8204883,ERR7772151,ERR6440908,2021-12-08,2021-12-09,2021-07-26,{'AY.4': 1},1000392,1,1000393,1,0,False,1
SRR20177842,SRR17125415,SRR16883831,2021-11-14,2021-11-12,2021-10-13,{'AY.100': 1},874975,2,874976,1,0,False,1
node_237384,node_237383,SRR21266227,2021-12-07,2021-12-07,2021-12-16,{'AY.118': 2},996206,2,242168,11,7,False,2
node_191965,SRR20259671,ERR11753829,2021-11-13,2021-10-19,2021-10-17,{'AY.107': 2},870451,2,242168,11,10,False,2
node_518260,ERR11764255,ERR12886312,2021-12-13,2021-12-06,2022-01-12,"{'BA.1.14': 1, 'BA.1': 2}",898614,384656,-1,2147483648,1,False,3
node_597288,SRR24002331,SRR27283782,2023-03-01,2023-03-12,2023-10-27,{'FZ.2': 1},1787585,1,1676682,10,6,False,1
